right
withoutDevice
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
1,0,0,0,-0.9238795,0,0,0.3826835,-0.745642,0,0,0.6663467,0
